Company Name,Rating,Average Salary,Role
Accenture,4.0,"19,50,000",Data Science Specialist
Impact Analytics,4.0,"26,00,000",Data Science Lead
Tata Consultancy Services,3.9,"16,264",Data Science - Monthly Intern
Gramener,4.5,"12,67,787",Senior Data Scientist
Myntra,4.1,"29,37,846",Senior Data Scientist
Enquero,4.0,"16,12,852",Senior Data Scientist
LTI,3.8,"6,35,273",Associate Data Scientist
Celebal Technologies,4.1,"4,50,000",Associate Data Scientist - Intern
Amazon,3.8,"39,52,110",Data Scientist II
Mu Sigma,3.5,"4,64,715",Trainee Data Scientist
Genpact,3.9,"13,408",Data Science - Monthly Intern
First Student,3.9,"42,639",Data Science - Monthly Intern
Maxgen Technologies,4.8,"17,651",Data Science - Monthly
EY,3.9,"24,434",Data Science - Monthly Intern
Infosys,3.3,"4,00,000",Data Science
Fractal,4.1,"30,750",Data Science - Monthly Intern
Zigram,3.7,"13,150",Data Science - Monthly Intern
Microsoft,4.3,"84,925",Data Science - Monthly Intern
Swiggy,4.0,"43,897",Data Science - Monthly Intern
Tata Consultancy Services,3.9,"5,30,780",Data Science
Mu Sigma,3.5,"12,45,977",Senior Data Scientist
Tokopedia,4.3,"19,80,000",Senior Data Scientist
Happiest Minds Technologies,4.3,"18,00,000",Senior Data Scientist
Blackstraw,4.0,"22,74,542",Senior Data Scientist
Curl Analytics,4.6,"7,21,582",Junior Data Scientist
Abzooba,4.7,"8,00,000",Junior Data Scientist
Fresher,4.1,"4,00,000",Data Analyst/Data Scientist
Innovaccer,3.6,"36,986",Data Science - Monthly Intern
Cognizant Technology Solutions,3.8,"7,36,543",Data Science
Vidooly Media Tech,4.0,"13,060",Data Science - Monthly Intern
Wipro,3.1,"6,00,000",Data Science
Blackcoffer,4.7,"5,117",Data Science - Monthly Intern
First Student,3.9,"31,878",Data Science - Monthly
iNeuron,4.4,"3,97,698",Data Science - Intern
Amazon,3.8,"30,16,090",Senior Data Scientist
Sigmoid,4.0,"22,29,445",Senior Data Scientist
HARMAN,3.9,"14,63,209",Senior Data Scientist
LTI,3.8,"10,65,635",Senior Data Scientist
HDFC Standard Life Insurance,3.8,"15,50,000",Senior Data Scientist
Embibe,4.3,"28,50,000",Senior Data Scientist
TheMathCompany,4.1,"14,12,943",Senior Data Scientist
Gojek,4.2,"59,00,000",Senior Data Scientist
Verizon,3.9,"19,59,648",Senior Data Scientist
iNeuron,4.4,"4,70,044",Junior Data Scientist
Applied Data Finance,4.4,"7,93,450",Junior Data Scientist
Sciative Solutions,3.7,"5,69,656",Junior Data Scientist
Accenture,4.0,"10,02,018",Data Analyst/Data Scientist
Infosys,3.3,"19,60,647",Lead Data Scientist
Tiger Analytics,4.2,"34,39,919",Lead Data Scientist
Wipro,3.1,"13,32,771",Lead Data Scientist
ATCS,4.0,"9,52,500",Associate Data Scientist
Delhivery,3.6,"9,93,199",Associate Data Scientist
Société Générale,3.5,"12,72,289",Associate Data Scientist
Great Learning,4.0,"7,75,000",Associate Data Scientist
EY,3.9,"10,44,983",Data Science Consultant
Smart Energy Water,3.1,"7,50,000",Data Science Engineer
Embibe,4.3,"15,85,978",Data Science Engineer
Xelpmoc Design & Tech,3.5,"15,000",Data Science - Monthly Intern
Absolutdata,3.4,"17,883",Data Science - Monthly Intern
OkCredit,4.1,"32,728",Data Science - Monthly Intern
NeenOpal,4.2,"15,923",Data Science - Monthly Intern
Fresher,4.1,"6,00,000",Data Science
Publicis Sapient,3.8,"36,430",Data Science - Monthly Intern
Accenture,4.0,"15,00,000",Data Science
Algo8.ai,3.5,"6,150",Data Science - Monthly Intern
Embibe,4.3,"33,319",Data Science - Monthly Intern
Deloitte,4.1,"25,000",Data Science - Monthly Intern
Franklin Templeton Investments,3.9,"32,00,000",Senior Data Scientist
Cisco Systems,4.4,"24,52,000",Senior Data Scientist
Epsilon,3.9,"25,00,000",Senior Data Scientist
TVS Credit Services,4.2,"17,00,000",Senior Data Scientist
Flutura,4.5,"12,28,049",Senior Data Scientist
Jio,3.8,"26,89,584",Senior Data Scientist
HCLTech,3.7,"20,00,000",Senior Data Scientist
Philips,3.7,"21,23,120",Senior Data Scientist
o9 Solutions,4.0,"17,96,000",Senior Data Scientist
Decision Point,4.0,"25,00,000",Senior Data Scientist
Infosys,3.3,"14,00,000",Senior Data Scientist
Capgemini,3.8,"12,80,000",Senior Data Scientist
Foundation AI,4.1,"28,00,000",Senior Data Scientist
Ford Motor Company,4.1,"24,00,000",Senior Data Scientist
Noodle.ai,3.8,"23,72,181",Senior Data Scientist
Iris Software,4.3,"23,35,000",Senior Data Scientist
Deloitte,4.1,"16,75,000",Senior Data Scientist
Freshers.com,4.0,"4,24,624",Junior Data Scientist
Cognizant Technology Solutions,3.8,"4,00,000",Data Analyst/Data Scientist
Analytics Vidhya,4.0,"13,883",Data Science Intern - Monthly
Accenture,4.0,"22,89,903",Lead Data Scientist
DeepTek Medical Imaging,4.3,"8,40,000",Associate Data Scientist
AIBridge ML,4.6,"4,10,005",Associate Data Scientist
Happiest Minds Technologies,4.3,"4,30,333",Associate Data Scientist
Morningstar,4.1,"7,94,774",Associate Data Scientist
Ecom Express,3.9,"10,83,115",Associate Data Scientist
ZS Associates,3.8,"46,09,165",Data Science Manager
Accenture,4.0,"99,958",Data Science Analyst - Monthly Intern
TheMathCompany,4.1,"4,73,384",Data Science Analyst
Iris Software,4.3,"6,74,904",Data Science Engineer
Tesco Bengaluru,3.9,"12,13,000",Applied Data Scientist
Accenture,4.0,"6,40,000",Data Science Associate
Blackcoffer,4.7,"8,000",Data Scientist Associate - Monthly Intern
Ola,3.0,"15,25,000",Data Scientist I
Scaler Academy,4.0,"35,000",Data Science - Monthly Intern
Aptivaa,4.3,"16,660",Data Science - Monthly Intern
Optum,3.6,"53,078",Data Science - Monthly Intern
Elucidata (MA),4.2,"28,990",Data Science - Monthly Intern
Anheuser-Busch InBev,3.8,"76,532",Data Science - Monthly Intern
Fidelity Investments,4.3,"33,615",Data Science - Monthly Intern
Nucot,4.9,"3,10,000",Data Science - Intern
Delhivery,3.6,"27,354",Data Science - Monthly Intern
Flip Robo,4.4,"1,43,522",Data Science - Intern
HighRadius,3.7,"14,910",Data Science - Monthly Intern
Mahindra,4.0,"26,523",Data Science - Monthly Intern
Episource,3.7,"25,342",Data Science - Monthly Intern
Innodatatics,4.3,"1,63,871",Data Science - Intern
CrowdANALYTIX,4.6,"22,479",Data Science - Monthly Intern
Discover Dollar,4.8,"13,209",Data Science - Monthly Intern
Amazon,3.8,"7,63,757",Data Science
Ola,3.0,"41,441",Data Science - Monthly Intern
Coriolis Technologies,4.3,"17,316",Data Science - Monthly Intern
Dun & Bradstreet,3.9,"14,75,000",Senior Data Scientist
Shell,4.1,"11,58,835",Senior Data Scientist
Thomson Reuters,3.7,"27,50,000",Senior Data Scientist
Lowe's Home Improvement,3.5,"31,57,474",Senior Data Scientist
IHS Markit,4.1,"18,93,692",Senior Data Scientist
SG Analytics,3.7,"14,41,387",Senior Data Scientist
Wipro,3.1,"18,52,298",Senior Data Scientist
Coupa Software Inc,4.1,"33,60,695",Senior Data Scientist
VMware,4.3,"23,61,992",Senior Data Scientist
Swiss Re,4.1,"28,83,144",Senior Data Scientist
Inxite Out,4.8,"12,25,000",Senior Data Scientist
Claim Genius,3.3,"20,50,000",Senior Data Scientist
Publicis Sapient,3.8,"27,34,680",Senior Data Scientist
GE HealthCare,4.3,"28,05,643",Senior Data Scientist
Wolters Kluwer,3.7,"22,10,000",Senior Data Scientist
American Express,4.2,"31,00,000",Senior Data Scientist
MetLife,3.9,"23,50,000",Senior Data Scientist
Scienaptic Systems,4.4,"25,50,253",Senior Data Scientist
AlgoAnalytics Financial Consultancy,3.9,"17,59,792",Senior Data Scientist
PayPal,4.0,"35,65,464",Senior Data Scientist
Boston Consulting Group,4.3,"20,43,607",Senior Data Scientist
Huawei Technologies,3.7,"36,74,449",Senior Data Scientist
Google,4.4,"13,00,000",Senior Data Scientist
Novartis,4.0,"23,66,074",Senior Data Scientist
Cornerstone OnDemand,3.7,"23,56,129",Senior Data Scientist
Unacademy,3.7,"29,00,000",Senior Data Scientist
Antuit,3.9,"29,51,975",Senior Data Scientist
TVS Motor Company,3.8,"17,50,818",Senior Data Scientist
Bajaj Finance,3.7,"17,77,000",Senior Data Scientist
Walmart,3.3,"55,23,776",Senior Data Scientist
McKinsey & Company,4.3,"26,64,806",Senior Data Scientist
App Orchid,4.5,"9,41,035",Junior Data Scientist
Accenture,4.0,"6,70,779",Junior Data Scientist
Algo8.ai,3.5,"6,19,278",Junior Data Scientist
Maxgen Technologies,4.8,"15,120",Junior Data Scientist - Monthly
AntWorks,3.2,"10,50,000",Junior Data Scientist
Kanini,4.5,"4,54,622",Junior Data Scientist
Tech Mahindra,3.6,"5,34,163",Junior Data Scientist
Nones,3.9,"4,05,424",Junior Data Scientist
Indeed,4.3,"5,45,463",Data Analyst/Data Scientist
Capgemini,3.8,"34,126",Data Analyst/Data Scientist - Monthly
Flip Robo,4.4,"2,10,000",Data Science Intern
iNeuron,4.4,"22,500",Data Science Intern - Monthly
Fresher,4.1,"40,833",Data Science Intern - Monthly
YBI Foundation,4.7,"15,750",Data Science Intern - Monthly
AI Variant,4.2,"11,667",Data Scientist Intern - Monthly
Tata Consultancy Services,3.9,"19,10,810",Lead Data Scientist
HARMAN,3.9,"20,51,724",Lead Data Scientist
Impact Analytics,4.0,"21,63,700",Lead Data Scientist
Subex,3.5,"6,97,750",Associate Data Scientist
dunnhumby,4.3,"9,75,000",Associate Data Scientist
Honeywell,4.0,"18,51,166",Data Scientist II
Accenture,4.0,"51,93,202",Principal Data Scientist
Xceedance,3.7,"7,24,859",Data Science Analyst
VuNet Systems,4.6,"6,26,297",Data Science Engineer
Skellam AI,4.7,"18,50,000",Data Science Engineer
Micron Technology,3.8,"17,54,515",Data Science Engineer
ZS Associates,3.8,"49,603",Data Science Associate - Monthly Intern
Sciative Solutions,3.7,"4,74,362",Jr. Data Scientist
Accenture,4.0,"7,75,500",Data Scientist Analyst
Blackcoffer,4.7,"10,000",Data Scientist Associate - Monthly
Delhivery,3.6,"11,00,000",Data Scientist I
Home Credit India,3.6,"5,308",Data Science - Monthly Intern
DXC Technology,3.6,"9,69,880",Data Science
Mad Street Den Systems,4.0,"22,957",Data Science - Monthly Intern
EarlySalary.com,4.4,"27,934",Data Science - Monthly Intern
MSCI,4.1,"65,456",Data Science - Monthly Intern
Nones,3.9,"8,688",Data Science - Monthly Intern
Scienaptic Systems,4.4,"35,732",Data Science - Monthly Intern
LTI,3.8,"8,16,741",Data Science
Yatra Online Pvt Ltd,3.5,"16,966",Data Science - Monthly Intern
HP Inc.,4.2,"3,68,188",Data Science - Intern
Tiger Analytics,4.2,"8,50,000",Data Science
ZS Associates,3.8,"10,00,000",Data Science
Jio,3.8,"21,681",Data Science - Monthly Intern
Datafoundry,3.7,"1,03,979",Data Science - Intern
Impact Analytics,4.0,"24,501",Data Science - Monthly Intern
Robert Bosch India,4.1,"17,503",Data Science - Monthly Intern
Cartesian Consulting,3.5,"25,342",Data Science - Monthly Intern
Ericsson-Worldwide,3.9,"37,372",Data Science - Monthly Intern
DataScientest,4.6,"53,522",Data Science - Monthly Intern
HT Media,3.5,"16,660",Data Science - Monthly Intern
ICICI Bank,3.7,"6,70,000",Data Science
DMI Finance,4.1,"22,213",Data Science - Monthly Intern
Tatvic Analytics,3.6,"11,106",Data Science - Monthly Intern
Exposys Data Labs,3.9,"27,101",Data Science - Monthly Intern
ZS Associates,3.8,"54,049",Data Science - Monthly Intern
Hop financial solutions,3.7,"7,286",Data Science - Monthly Intern
Freelancer,4.2,"41,532",Data Science - Monthly
CRED,4.4,"62,553",Data Science - Monthly Intern
Innoplexus,4.3,"25,671",Data Science - Monthly Intern
Sony,4.1,"36,489",Data Science - Monthly Intern
Datakalp,4.4,"11,311",Data Science - Monthly Intern
Bounce,3.9,"35,006",Data Science - Monthly Intern
Altair Engineering,4.0,"3,00,000",Data Science - Intern
PayPal,4.0,"51,169",Data Science - Monthly Intern
Capgemini,3.8,"4,80,000",Data Science
Technocolabs,3.5,"2,16,806",Data Science - Intern
upGrad,4.1,"3,50,000",Data Science
Hewlett Packard Enterprise | HPE,4.2,"20,766",Data Science - Monthly Intern
Profeza,3.5,"11,523",Data Science - Monthly Intern
HRS Group,3.3,"41,634",Data Science - Monthly Intern
IBM,4.0,"38,872",Data Science - Monthly Intern
Edelweiss Financial Services,3.7,"19,968",Data Science - Monthly Intern
eClerx,3.6,"17,10,618",Senior Data Scientist
Grab,4.2,"33,31,927",Senior Data Scientist
VMock,4.2,"38,37,526",Senior Data Scientist
LinkedIn,4.4,"36,48,898",Senior Data Scientist
Hudson's Bay Company,3.5,"20,00,000",Senior Data Scientist
iLink Digital,4.2,"18,00,000",Senior Data Scientist
Citicorp Services India,3.9,"30,41,854",Senior Data Scientist
RoundSqr,4.4,"30,00,000",Senior Data Scientist
Internshala,3.8,"20,00,000",Senior Data Scientist
INSOFE,3.9,"19,83,692",Senior Data Scientist
Citi,3.9,"22,73,485",Senior Data Scientist
Larsen & Toubro,3.8,"6,65,583",Senior Data Scientist
Subex,3.5,"38,92,271",Senior Data Scientist
Fidelity Investments,4.3,"43,01,612",Senior Data Scientist
Blue Yonder,4.1,"29,00,000",Senior Data Scientist
Ericsson-Worldwide,3.9,"41,03,281",Senior Data Scientist
Quantium,4.0,"20,91,027",Senior Data Scientist
Indium Software,4.2,"14,00,000",Senior Data Scientist
Cyient,3.6,"20,00,000",Senior Data Scientist
Delhivery,3.6,"28,46,360",Senior Data Scientist
Adobe,4.4,"43,31,505",Senior Data Scientist
Genpact,3.9,"8,92,956",Senior Data Scientist
Tredence,4.1,"23,00,000",Senior Data Scientist
Birlasoft,3.6,"14,00,000",Senior Data Scientist
XPO,3.6,"31,43,691",Senior Data Scientist
Mastercard,4.3,"42,00,000",Senior Data Scientist
Algonomy,3.8,"29,12,000",Senior Data Scientist
Tech Mahindra,3.6,"17,28,436",Senior Data Scientist
Thoughtworks,4.1,"37,90,903",Senior Data Scientist
Gyan Data,4.1,"9,00,000",Senior Data Scientist
Applied Data Finance,4.4,"15,31,389",Senior Data Scientist
PharmEasy,3.5,"20,00,000",Senior Data Scientist
MiQ,3.9,"25,34,250",Senior Data Scientist
Ganit,4.0,"19,49,607",Senior Data Scientist
Guavus,3.1,"22,41,539",Senior Data Scientist
HERE Technologies,3.6,"30,00,000",Senior Data Scientist
Wabtec,3.7,"21,52,528",Senior Data Scientist
Wavicle Data Solutions,4.7,"6,22,989",Senior Data Scientist
Ather Energy,4.2,"20,28,740",Senior Data Scientist
Aaum Research and Analytics,3.6,"3,25,209",Junior Data Scientist
SG Analytics,3.7,"5,50,000",Junior Data Scientist
Aganitha Cognitive Solutions,4.2,"8,40,152",Junior Data Scientist
Fresher,4.1,"4,60,887",Junior Data Scientist
TuringMinds.Ai,2.6,"6,28,000",Junior Data Scientist
Infosys,3.3,"10,77,644",Junior Data Scientist
Virtusa,3.8,"12,00,000",Junior Data Scientist
ADF Data Science,4.0,"8,00,000",Junior Data Scientist
Celebal Technologies,4.1,"6,50,000",Junior Data Scientist
ITC Infotech,3.2,"5,51,262",Junior Data Scientist
Aditya Birla Group,4.1,"8,32,677",Junior Data Scientist
Tatras Data,3.6,"6,22,989",Junior Data Scientist
Infosys,3.3,"7,91,043",Data Analyst/Data Scientist
AI Variant,4.2,"2,00,000",Data Analyst/Data Scientist
Tata Consultancy Services,3.9,"2,40,000",Data Science Intern
Maxgen Technologies,4.8,"21,000",Data Science Intern - Monthly
GormalOne,4.7,"15,000",Data Science Intern - Monthly
Maxgen Technologies,4.8,"12,000",Data Science Intern - Monthly
AI Variant,4.2,"7,000",Data Science Intern - Monthly
DISH Network Technologies,3.3,"25,80,000",Lead Data Scientist
Cognizant Technology Solutions,3.8,"28,44,192",Lead Data Scientist
Tech Mahindra,3.6,"15,98,969",Lead Data Scientist
Enquero,4.0,"32,00,000",Lead Data Scientist
Gramener,4.5,"17,01,845",Lead Data Scientist
ShareChat,3.7,"71,29,430",Lead Data Scientist
Bajaj Finance,3.7,"40,64,258",Lead Data Scientist
EY,3.9,"20,03,763",Lead Data Scientist
MakeMyTrip,4.2,"45,10,000",Lead Data Scientist
Tredence,4.1,"8,22,241",Associate Data Scientist
Tatras Data,3.6,"15,25,793",Associate Data Scientist
Oracle,3.9,"13,00,838",Associate Data Scientist
MAERSK,4.2,"9,00,000",Associate Data Scientist
MyClan Services,3.9,"5,60,000",Associate Data Scientist
Accenture,4.0,"6,75,629",Associate Data Scientist
Axtria,3.5,"12,00,000",Associate Data Scientist
Blackcoffer,4.7,"10,000",Associate Data Scientist - Monthly Intern
Aera Technology,3.5,"8,30,652",Associate Data Scientist
GEP,3.9,"11,00,000",Associate Data Scientist
CRISIL,3.9,"8,88,514",Associate Data Scientist
Optum Global Solutions India,4.2,"10,75,834",Associate Data Scientist
Bharat Light & Power,4.2,"8,80,000",Associate Data Scientist
DXC Technology,3.6,"5,38,822",Associate Data Scientist
National Payments Corporation of India,3.3,"5,69,000",Associate Data Scientist
Rakuten,3.7,"11,00,000",Associate Data Scientist
GreyB,4.0,"6,36,936",Associate Data Scientist
Datakalp,4.4,"25,462",Associate Data Scientist - Monthly
Mastercard,4.3,"30,98,000",Data Scientist II
PayPal,4.0,"66,20,143",Data Scientist II
TransUnion,3.9,"17,42,292",Sr Data Scientist
Optum,3.6,"33,69,000",Sr Data Scientist
IBM,4.0,"30,48,194",Data Science Manager
Tata Consultancy Services,3.9,"20,81,693",Data Science Manager
dunnhumby,4.3,"25,00,000",Data Science Manager
Standard Chartered Bank,3.9,"17,00,000",Data Science Analyst
Deloitte,4.1,"16,00,000",Data Science Consultant
eClerx,3.6,"7,17,509",Data Science Consultant
Capgemini,3.8,"10,76,264",Data Science Consultant
Accenture Solutions,4.1,"18,00,000",Data Science Consultant
Utopia,3.8,"11,37,992",Data Science Engineer
Blackcoffer,4.7,"8,000",Data Science Associate - Monthly Intern
Tata Consultancy Services,3.9,"15,000",Jr. Data Scientist - Monthly
Snapdeal,4.3,"23,50,000",Manager - Data Science
Gartner,4.1,"8,80,000",Data Science Specialist
Incedo,3.9,"95,000",Data Scientist Trainee - Monthly
IQVIA,4.0,"7,63,649",Clinical Data Scientist
Maybank,3.8,"15,36,290",Product Data Scientist
VMware,4.3,"42,71,059",Senior Manager Data Science
IBM,4.0,"1,21,585",Data Scientist/Software Engineer - Monthly
PayPal,4.0,26L -31L,Data Scientist I
Mastercard,4.3,3L -19L,Data Scientist I
Networth,3.0,4L -5L,Data Scientist I
Zendrive,4.4,20L -22L,Data Scientist I
Episource,3.7,10L -12L,Data Scientist I
Oracle,3.9,21T -54T,Data Science - Monthly Intern
Zeon AI Labs,5.0,19T -31T,Data Science - Monthly Intern
Odessa,4.1,5L -5L,Data Science - Intern
Wellness Forever,3.8,14T -28T,Data Science - Monthly Intern
PwC,3.9,31T -56T,Data Science - Monthly Intern
Accolite Digital,3.8,19T -22T,Data Science - Monthly Intern
Sabertooth Technologies,4.1,10T -11T,Data Science - Monthly Intern
Rezo.ai,4.2,18T -21T,Data Science - Monthly Intern
Motilal Oswal Financial Services,3.7,10T -11T,Data Science - Monthly Intern
Solytics Partners,4.1,10T -16T,Data Science - Monthly Intern
Ecom Express,3.9,15T -35T,Data Science - Monthly Intern
The Sparks Foundation,3.8,8T -12T,Data Science - Monthly
Happymonk AI,3.3,10T -11T,Data Science - Monthly Intern
Uniphore Software Systems,3.8,3L -10L,Data Science
EMPLOYERS,3.8,22T -44T,Data Science - Monthly
Byte Blanket,2.8,20T -22T,Data Science - Monthly Intern
Techolution,4.2,15T -17T,Data Science - Monthly Intern
Srijan Technologies,4.4,14T -16T,Data Science - Monthly Intern
Nokia,4.2,31T -41T,Data Science - Monthly Intern
Flipkart,4.0,53T -61T,Data Science - Monthly Intern
Bayer,4.1,11T -78T,Data Science - Monthly Intern
Google,4.4,25T -52T,Data Science - Monthly Intern
Mu Sigma,3.5,3L -4L,Data Science
Google,4.4,2L -5L,Data Science - Monthly
IIMA,4.7,7T -8T,Data Science - Monthly Intern
Postman,4.1,34T -38T,Data Science - Monthly Intern
IIT Madras,4.5,50T -1L,Data Science - Monthly Intern
Axis Bank,3.8,33T -53T,Data Science - Monthly Intern
Tiger Analytics,4.2,26T -87T,Data Science - Monthly Intern
SLB,4.0,29T -33T,Data Science - Monthly Intern
Mindtree,4.0,4L -6L,Data Science
Maxgen Technologies,4.8,5T -11T,Data Science - Monthly Intern
First Student,3.9,1T -74T,Data Science - Monthly
IntelleWings,3.7,15T -26T,Data Science - Monthly Intern
AI Analytics Hub,4.0,8T -24T,Data Science - Monthly Intern
Dell Technologies,4.2,30T -34T,Data Science - Monthly Intern
Octro,3.9,80T -1L,Data Science - Monthly
Grroom,3.5,6T -15T,Data Science - Monthly Intern
Data Folkz,3.7,10T -14T,Data Science - Monthly Intern
Blinkit,3.7,52T -58T,Data Science - Monthly Intern
Busigence Technologies,2.1,28T -32T,Data Science - Monthly Intern
TuringMinds.Ai,2.6,5L -6L,Data Science - Intern
Mahindra Finance,4.0,21T -37T,Data Science - Monthly Intern
Anheuser-Busch InBev,3.8,11L -13L,Data Science
Freshers.com,4.0,33T -44T,Data Science - Monthly
HomeLLC,3.9,19T -22T,Data Science - Monthly Intern
GainInsights Solutions,4.0,20T -23T,Data Science - Monthly Intern
Verzeo,3.2,4T -11T,Data Science - Monthly Intern
General Mills,4.1,11T -12T,Data Science - Monthly Intern
Axtria,3.5,48T -52T,Data Science - Monthly Intern
Terra Economics and Analytics Lab,4.8,10T -11T,Data Science - Monthly Intern
Reliance Industries,3.9,51T -56T,Data Science - Monthly Intern
Wolters Kluwer,3.7,25T -35T,Data Science - Monthly Intern
FN MathLogic Consulting Services,3.0,25T -29T,Data Science - Monthly Intern
I'm beside you,4.6,22T -28T,Data Science - Monthly Intern
GE HealthCare,4.3,27T -74T,Data Science - Monthly Intern
Fresherworld.com,4.0,3L -6L,Data Science
PredictivEye,2.6,11T -41T,Data Science - Monthly Intern
Karza Technologies,4.6,17T -18T,Data Science - Monthly Intern
Rakuten,3.7,35T -40T,Data Science - Monthly Intern
EXL Service,3.8,8L -14L,Data Science
KPIT Technologies,3.8,10T -16T,Data Science - Monthly Intern
Mercedes-Benz Research and Development India,4.0,34T -37T,Data Science - Monthly Intern
Data Sutram,3.8,24T -26T,Data Science - Monthly Intern
Bidgely,4.0,58T -69T,Data Science - Monthly Intern
Innomatics Research Labs,4.2,10T -36T,Data Science - Monthly Intern
Zebo.ai,4.5,10T -11T,Data Science - Monthly Intern
Sagacito,3.4,11T -18T,Data Science - Monthly Intern
Comsense Technologies,4.5,10T -19T,Data Science - Monthly Intern
NiYO,3.9,28T -42T,Data Science - Monthly Intern
Freelancer,4.2,97T -2L,Data Science
brandonline.io,4.5,11T -12T,Data Science - Monthly Intern
Thoucentric,4.1,8L -10L,Data Science - Intern
EY,3.9,8L -17L,Data Science
Ford Motor Company,4.1,5L -11L,Data Science
INSOFE,3.9,20T -27T,Data Science - Monthly Intern
Mate Labs,4.4,17T -23T,Data Science - Monthly Intern
Corteva Agriscience,4.1,34T -38T,Data Science - Monthly Intern
Bygrad,5.0,10T -16T,Data Science - Monthly Intern
Retail Pulse,4.4,10T -53T,Data Science - Monthly Intern
Defence Research & Development Organisation,4.4,8T -14T,Data Science - Monthly Intern
Affine,3.9,16T -17T,Data Science - Monthly Intern
Text Mercato,3.8,23T -31T,Data Science - Monthly Intern
HARMAN,3.9,6L -11L,Data Science
EFKON INDIA PVT,3.7,21T -23T,Data Science - Monthly Intern
Sciffer Analytics,4.3,5T -6T,Data Science - Monthly Intern
1mg,3.7,30T -39T,Data Science - Monthly Intern
Aditya Birla Group,4.1,24T -35T,Data Science - Monthly Intern
Express Analytics,4.4,15T -23T,Data Science - Monthly Intern
Nones,3.9,33T -41T,Data Science - Monthly
Goibibo,3.9,16T -18T,Data Science - Monthly Intern
ORMAE,4.3,8T -17T,Data Science - Monthly Intern
AI Variant,4.2,10T -30T,Data Science - Monthly Intern
Noodle.ai,3.8,17T -27T,Data Science - Monthly Intern
Quantiphi,3.6,34T -36T,Data Science - Monthly Intern
LeewayHertz,3.8,7T -9T,Data Science - Monthly Intern
Mobileum,3.5,30T -34T,Data Science - Monthly Intern
LetsGrowMore,4.3,5T -54T,Data Science - Monthly Intern
IBM,4.0,43T -2L,Data Science - Monthly
Merck KGaA,4.0,24T -26T,Data Science - Monthly Intern
Intelligence Node,3.9,25T -30T,Data Science - Monthly Intern
Virtusa,3.8,9T -26T,Data Science - Monthly Intern
Fiserv,3.1,5L -11L,Data Science
Shipsy,3.9,24T -36T,Data Science - Monthly Intern
IBM,4.0,4L -8L,Data Science
XYZ (Turkey),3.9,5T -10T,Data Science - Monthly Intern
Tata Consultancy Services,3.9,25T -46T,Data Scientistst - Monthly
DBS Bank,4.0,2L -12L,Senior Data Scientist
Wingify,3.6,13L -40L,Senior Data Scientist
Bharti Airtel,4.2,17L -42L,Senior Data Scientist
mfine,4.3,19L -24L,Senior Data Scientist
AiDash,3.9,23L -34L,Senior Data Scientist
Condé Nast,3.6,11L -25L,Senior Data Scientist
Nagarro,4.2,24L -30L,Senior Data Scientist
POKKT,4.2,28L -33L,Senior Data Scientist
ValueLabs,4.3,20L -33L,Senior Data Scientist
Apexon,4.0,7L -10L,Senior Data Scientist
UIDAI,3.6,13L -16L,Senior Data Scientist
Indian School of Business,3.9,11L -14L,Senior Data Scientist
Quantela,4.1,8L -10L,Senior Data Scientist
Avalon Consulting (India),3.7,4L -27L,Senior Data Scientist
Optum Global Solutions,4.0,25L -45L,Senior Data Scientist
TATA ELXSI,4.0,7L -12L,Senior Data Scientist
Knowledge Lens,4.3,12L -23L,Senior Data Scientist
Bright Money,4.7,39L -44L,Senior Data Scientist
Red Hat,4.2,10L -27L,Senior Data Scientist
Lumiq (India),3.5,10L -12L,Senior Data Scientist
CARS24.com,4.2,19L -33L,Senior Data Scientist
NatWest Group,4.0,5L -39L,Senior Data Scientist
LendingKart,3.9,38T -54T,Senior Data Scientist - Monthly
BankBazaar,3.8,13L -22L,Senior Data Scientist
GE Digital,3.6,12L -28L,Senior Data Scientist
Abzooba,4.7,21L -25L,Senior Data Scientist
Pitney Bowes,3.5,21L -27L,Senior Data Scientist
UnitedHealth Group,3.7,2L -18L,Senior Data Scientist
Maruti Suzuki,3.9,15L -26L,Senior Data Scientist
Cognizant,3.8,15L -25L,Senior Data Scientist
FICO,4.1,19L -29L,Senior Data Scientist
Aaum Research and Analytics,3.6,22T -40T,Senior Data Scientist - Monthly
Neustar,4.3,19L -31L,Senior Data Scientist
Affine,3.9,9L -11L,Senior Data Scientist
Bharat Light & Power,4.2,7L -12L,Senior Data Scientist
Atkins,4.0,13L -22L,Senior Data Scientist
Mantle Labs,,17L -19L,Senior Data Scientist
Biz2Credit,4.2,10L -15L,Senior Data Scientist
Positive Integers,3.9,9L -10L,Senior Data Scientist
Zendrive,4.4,31L -58L,Senior Data Scientist
Capital One,4.2,26L -40L,Senior Data Scientist
Kotak Mahindra Bank,3.7,11L -25L,Senior Data Scientist
Honeywell,4.0,10L -22L,Senior Data Scientist
nference,3.9,29L -37L,Senior Data Scientist
Nykaa,3.3,74T -2L,Senior Data Scientist - Monthly
Persistent Systems,4.0,19L -31L,Senior Data Scientist
Halliburton,3.7,24L -39L,Senior Data Scientist
Spiceworks Ziff Davis,3.6,24L -29L,Senior Data Scientist
Zensar Technologies,3.9,15L -24L,Senior Data Scientist
Zomato,3.9,34L -43L,Senior Data Scientist
Ericsson India Global services Pvt. Ltd.,4.3,18L -60L,Senior Data Scientist
